state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score,city
andhra pradesh,Kondapalli Fort,16.6254258,80.5306487,sightseeing & exploration,South,city,"exploration,local experience",high,All,4.4,82.0,"Kondapalli Fort is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",4.52,Kondapalli
andhra pradesh,Shopping at Besant road,16.5107307,80.6265836,shopping & markets,South,city,"exploration,local experience",low,All,4.5,86.0,"Shopping at Besant road is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.62,Vijayawada
andhra pradesh,Bapu museum,16.5076521,80.6277072,"arts, science & literature attractions",South,city,"exploration,local experience",low,All,4.6,89.0,"Bapu museum is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.7,Vijayawada
andhra pradesh,Mogalarajapuram caves,16.5059513,80.6451779,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.7,93.0,"Mogalarajapuram caves is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8000000000000003,Unknown
andhra pradesh,Shopping at Kalanikethan ,15.9128998,79.7399875,shopping & markets,South,city,"exploration,local experience",low,All,4.6,91.0,"Shopping at Kalanikethan  is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.74,Lakshmipuram
andhra pradesh,Lepakshi Handicrafts Emporium,13.8039436,77.6077197,shopping & markets,South,city,"exploration,local experience",low,All,4.7,69.0,"Lepakshi Handicrafts Emporium is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003,Lepakshi
andhra pradesh,Old Book market by Purna Market,17.7090249,83.297086,shopping & markets,South,city,"exploration,local experience",low,All,4.3,99.0,"Old Book market by Purna Market is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.84,Maharani Peta
andhra pradesh,CMR Shopping Mall,15.9128998,79.7399875,shopping & markets,South,city,"exploration,local experience",low,All,4.7,84.0,"CMR Shopping Mall is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.62,Lakshmipuram
andhra pradesh,Rishikonda Beach,17.7825201,83.3851154,"adventure & outdoor activities, natural landscapes & wildlife",South,adventure,"trekking,rafting,paragliding",low,summer,4.4,74.0,"Rishikonda Beach is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.36,Vadapalem
andhra pradesh,Kailasagiri,17.7492105,83.3418016,"adventure & outdoor activities, natural landscapes & wildlife",South,adventure,"trekking,rafting,paragliding",luxury,summer,4.4,93.0,"Kailasagiri is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.74,Patna
andhra pradesh,Submarine Museum,15.9128998,79.7399875,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.6,70.0,"Submarine Museum is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003,Lakshmipuram
andhra pradesh,Borra Caves,18.2806929,83.0396992,"adventure & outdoor activities, natural landscapes & wildlife",South,adventure,"trekking,rafting,paragliding",low,summer,4.7,90.0,"Borra Caves is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.74,Eguvamamidi
andhra pradesh,War Memorial,15.9128998,79.7399875,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.8,91.0,"War Memorial is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.78,Lakshmipuram
andhra pradesh,Indira Gandhi Zoological Park,17.765657,83.3488338,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",low,winter,4.6,86.0,"Indira Gandhi Zoological Park is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.64,Patna
andhra pradesh,Matsyadarshini Aquarium,15.9128998,79.7399875,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.5,75.0,"Matsyadarshini Aquarium is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.4,Lakshmipuram
andhra pradesh,Visakha Museum,17.7205813,83.3345285,"arts, science & literature attractions, sightseeing & exploration",South,city,"exploration,local experience",low,All,4.7,95.0,"Visakha Museum is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8400000000000003,Patna
andhra pradesh,Mallikarjuna Swamy Temple,15.9128998,79.7399875,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.5,70.0,"Mallikarjuna Swamy Temple is a religious destination in andhra pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3000000000000003,Lakshmipuram
andhra pradesh,Srisailam Wildlife sanctuary,16.0737457,78.8726842,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.4,98.0,"Srisailam Wildlife sanctuary is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.84,Srisailam
andhra pradesh,Chenchu Lakshmi Tribal Museum,16.0694755,78.8714984,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,89.0,"Chenchu Lakshmi Tribal Museum is a heritage destination in andhra pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.72,Srisailam
andhra pradesh,Mallela Theertham,15.9128998,79.7399875,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",medium,winter,4.4,53.0,"Mallela Theertham is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.94,Lakshmipuram
andhra pradesh,Belum Caves,15.1025794,78.1115072,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.6,98.0,"Belum Caves is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.88,Kolimigundla
andhra pradesh,Rollapadu wildlife sanctuary,15.7389773,78.3650976,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.3,52.0,"Rollapadu wildlife sanctuary is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.9,Rollapadu
andhra pradesh,Oravakallu rock garden,15.6928965,78.1521842,"natural landscapes & wildlife, sightseeing & exploration",South,wildlife,"safari,photography,nature",low,winter,4.2,58.0,"Oravakallu rock garden is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.0,Nannur
andhra pradesh,Mahanandi village,15.4707317,78.6254084,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.6,76.0,"Mahanandi village is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.44,Mahanandi
andhra pradesh,Kurnool fort,15.8323892,78.0544946,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,80.0,"Kurnool fort is a heritage destination in andhra pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.54,Kurnool
andhra pradesh,Ahobilam temple,15.1337667,78.6741657,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,80.0,"Ahobilam temple is a religious destination in andhra pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.56,Ahobilam
sikkim,Nathula Pass,27.3865684,88.8308731,"sightseeing & exploration, natural landscapes & wildlife",North-East,wildlife,"safari,photography,nature",low,winter,3.0,71.0,"Nathula Pass is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.02,Yatung
sikkim,Cable Ride at Gangtok,27.3313512,88.6138113,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",low,summer,4.0,79.0,"Cable Ride at Gangtok is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.38,Gangtok
sikkim,"Yak safari , Dzongri",27.466667,88.15,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",high,summer,4.0,80.0,"Yak safari , Dzongri is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",12.4,Gyalshing
sikkim,Mountain biking treks,27.3516407,88.3239309,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.2,60.0,"Mountain biking treks is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.04,Namchi
sikkim,River rafting,27.3516407,88.3239309,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.8,60.0,"River rafting is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.16,Namchi
sikkim,Paragliding in Baliman Dara,27.3481118,88.5957415,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.5,58.0,"Paragliding in Baliman Dara is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.06,Gangtok
sikkim,Explore M.G.Marg city centre,27.3253821,88.61189,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,4.8,70.0,"Explore M.G.Marg city centre is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.3600000000000003,Gangtok
sikkim,Sunrise at Tashi view point,27.3706406,88.616133,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.4,88.0,"Sunrise at Tashi view point is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.64,Gangtok
sikkim,Shopping at Lal Bazaar,27.3516407,88.3239309,shopping & markets,North-East,city,"exploration,local experience",low,All,4.6,56.0,"Shopping at Lal Bazaar is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.04,Namchi
sikkim,Tsuk La Khang Monastery,27.3261111,88.6147222,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.7,99.0,"Tsuk La Khang Monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.92,Gangtok
sikkim,Hanuman Tok,27.3478348,88.628696,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.3,97.0,"Hanuman Tok is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.8,Gangtok
sikkim,Seven Sisters waterfall,27.44375253,88.60777208,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.4,56.0,"Seven Sisters waterfall is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.0,Mangan
sikkim,Rumtek monastery,27.3059105,88.5362892,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.2,74.0,"Rumtek monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3200000000000003,Gangtok
sikkim,Tsongmo lake ,27.3741667,88.7619444,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.2,69.0,"Tsongmo lake  is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.22,Changgu
sikkim,Shingba Rhododendron sanctuary,27.8012861,88.7695197,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,3.8,68.0,"Shingba Rhododendron sanctuary is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.12,Mangan
sikkim,Khangchendzonga biosphere reserve,27.6672446,88.3245556,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,3.2,96.0,"Khangchendzonga biosphere reserve is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.56,Mangan
sikkim,Skiing by Mt Katao,27.6525132,88.8128996,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.0,79.0,"Skiing by Mt Katao is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.38,Katao
sikkim,Banjkhari falls,27.3507643,88.6032316,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.0,85.0,"Banjkhari falls is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.5,Gangtok
sikkim,Himalayan Zoological park,27.3567013,88.6300149,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",medium,winter,4.0,95.0,"Himalayan Zoological park is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.7,Gangtok
sikkim,Pemayangtse Monastery,27.303354,88.253716,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,4.8,86.0,"Pemayangtse Monastery is a heritage destination in sikkim known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.68,Pelling
sikkim,Kanchenjunga waterfalls and national park,27.3586875,88.1988125,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.8,54.0,"Kanchenjunga waterfalls and national park is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.04,Gyalshing
sikkim,Rabdentse Ruins,27.301403,88.2566223,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,5.0,90.0,"Rabdentse Ruins is a heritage destination in sikkim known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8,Pelling
sikkim,Rinchenpong bazaar,27.243277,88.2708571,shopping & markets,North-East,city,"exploration,local experience",low,All,4.3,51.0,"Rinchenpong bazaar is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",1.88,Rinchingpong
sikkim,Rural Artisan Marketing Centre,27.3007124,88.2358993,shopping & markets,North-East,city,"exploration,local experience",low,All,4.3,77.0,"Rural Artisan Marketing Centre is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.4,Pelling
sikkim,Sewaro Rock garden,27.3158029,88.1898361,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,5.0,72.0,"Sewaro Rock garden is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.44,Rimbi
sikkim,Singshore suspension bridge,27.2604072,88.1129982,"adventure & outdoor activities,sightseeing & exploration",North-East,adventure,"trekking,rafting,paragliding",low,summer,4.7,98.0,"Singshore suspension bridge is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.9,Gyalshing
sikkim,Pelling Skywalk,27.2969309,88.2195178,"adventure & outdoor activities,sightseeing & exploration",North-East,adventure,"trekking,rafting,paragliding",low,summer,4.4,90.0,"Pelling Skywalk is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.68,Gyalshing
sikkim,Kalimpong,27.0593562,88.4694535,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,4.5,67.0,"Kalimpong is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.24,Kalimpong
sikkim,Char Dham,27.3516407,88.3239309,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.8,84.0,"Char Dham is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.64,Namchi
sikkim, Tendong Hill & Biodiversity park,27.3516407,88.3239309,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,5.0,63.0," Tendong Hill & Biodiversity park is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.26,Namchi
sikkim,Doling Gompa ,27.3516407,88.3239309,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.5,84.0,"Doling Gompa  is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.58,Namchi
sikkim,Ngadak monastery,27.1732407,88.3706278,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.7,53.0,"Ngadak monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.0,Namchi
sikkim,Maenam Wildlife sanctuary,27.3239572,88.3799727,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",high,winter,4.7,95.0,"Maenam Wildlife sanctuary is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",4.84,Ravangla
sikkim,Samdruptse Hill,27.1799743,88.3796775,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,3.9,85.0,"Samdruptse Hill is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.48,Namchi
sikkim,Buddha Park,27.3143623,88.3632705,"arts, science & literature attractions",North-East,city,"exploration,local experience",low,All,3.8,58.0,"Buddha Park is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",1.92,Ravangla
sikkim,Ralang monastery,27.327015,88.355095,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,3.7,97.0,"Ralang monastery is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",2.68,Ravangla
sikkim,Doling Gompa ,27.3516407,88.3239309,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,34.0,92.0,"Doling Gompa  is a religious destination in sikkim known for temple,spiritual,peace. It is ideal for spiritual seekers",8.64,Namchi
sikkim,Kheunpheling Carpet centre,27.3516407,88.3239309,shopping & markets,North-East,city,"exploration,local experience",luxury,All,4.3,62.0,"Kheunpheling Carpet centre is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.1,Namchi
sikkim,Rayong sunrise point,27.3516407,88.3239309,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,4.1,73.0,"Rayong sunrise point is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.28,Namchi
sikkim,Borong Hot springs,27.3657693,88.3278092,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.0,54.0,"Borong Hot springs is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",1.88,Namchi
sikkim,Temi tea garden,27.2398,88.427643,sightseeing & exploration,North-East,city,"exploration,local experience",medium,All,4.0,60.0,"Temi tea garden is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.0,Tarku
sikkim,Maenam hill,27.3516407,88.3239309,"natural landscapes & wildlife, adventure & outdoor activities, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.0,71.0,"Maenam hill is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.22,Namchi
assam,Kamakhya Temple,26.1664108,91.7055031,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.9,98.0,"Kamakhya Temple is a religious destination in assam known for temple,spiritual,peace. It is ideal for spiritual seekers",2.94,Maligaon
assam,Kalakshetra theatre and artifact museum,26.2006043,92.9375739,"arts, science & literature attractions",North-East,city,"exploration,local experience",medium,All,4.8,77.0,"Kalakshetra theatre and artifact museum is a city destination in assam known for exploration,local experience. It is ideal for explorers and tourists",2.5,Hojai
assam,Assam state museum,26.185175,91.7520769,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,4.7,60.0,"Assam state museum is a heritage destination in assam known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.14,Guwahati
assam,Guwahati planetarium,26.1914,91.7519611,"arts, science & literature attractions",North-East,city,"exploration,local experience",medium,All,4.8,89.0,"Guwahati planetarium is a city destination in assam known for exploration,local experience. It is ideal for explorers and tourists",2.74,Guwahati
assam,Sunset cruise by river Brahmaputra,26.2006043,92.9375739,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,3.8,80.0,"Sunset cruise by river Brahmaputra is a city destination in assam known for exploration,local experience. It is ideal for explorers and tourists",2.3600000000000003,Hojai
assam,Pobitora wildlife sanctuary,26.2307847,92.0550609,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.0,61.0,"Pobitora wildlife sanctuary is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.02,Sildubi
assam,Bird watching by Deepor Beel lake,26.1176941,91.6493532,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.0,87.0,"Bird watching by Deepor Beel lake is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.54,Kamrup Metropolitan
assam,Assam State Zoo,26.1635189,91.7807253,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.0,63.0,"Assam State Zoo is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.06,Dispur
assam,Kamakhya Temple,26.1664108,91.7055031,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.7,70.0,"Kamakhya Temple is a religious destination in assam known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3400000000000003,Maligaon
assam,Fancy Bazaar,26.1830738,91.7404977,shopping & markets,North-East,city,"exploration,local experience",low,All,4.7,74.0,"Fancy Bazaar is a city destination in assam known for exploration,local experience. It is ideal for explorers and tourists",2.42,Guwahati
assam,Manas National Park,26.8101743,91.2394832,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.2,86.0,"Manas National Park is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.56,Baksa
assam,Umananda Island,26.1964922,91.7449079,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.5,66.0,"Umananda Island is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.22,Guwahati
assam,Majuli river island,27.0016172,94.2242981,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.6,89.0,"Majuli river island is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.7,Garamur
assam,Orchid national park,26.2006043,92.9375739,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.7,77.0,"Orchid national park is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.48,Hojai
assam,Kaziranga National Park,26.6445044,93.3524858,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",luxury,winter,4.3,79.0,"Kaziranga National Park is a wildlife destination in assam known for safari,photography,nature. It is ideal for history and cultural lover",2.44,Golaghat
arunachal pradesh,Jaswant Garh war memorial,28.2179994,94.7277528,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,3.8,71.0,"Jaswant Garh war memorial is a heritage destination in arunachal pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.18,Kamba
arunachal pradesh,Madhuri lake,28.2179994,94.7277528,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.3,85.0,"Madhuri lake is a wildlife destination in arunachal pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.56,Kamba
arunachal pradesh,Shonga Tser Lake,28.2179994,94.7277528,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.5,71.0,"Shonga Tser Lake is a wildlife destination in arunachal pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.32,Kamba
arunachal pradesh,Nuranang waterfalls,28.2179994,94.7277528,"natural landscapes & wildlife, adventure & outdoor activities, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.8,93.0,"Nuranang waterfalls is a wildlife destination in arunachal pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.8200000000000003,Kamba
arunachal pradesh,Tibetan Settlement market,28.2179994,94.7277528,"cultural & heritage sites, shopping & markets",North-East,heritage,"culture,forts,shopping,history",low,winter,4.0,76.0,"Tibetan Settlement market is a heritage destination in arunachal pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.3200000000000003,Kamba
arunachal pradesh,Sela pass,28.2179994,94.7277528,"adventure & outdoor activities, sightseeing & exploration",North-East,adventure,"trekking,rafting,paragliding",low,summer,4.0,81.0,"Sela pass is a adventure destination in arunachal pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.420000000000002,Kamba
arunachal pradesh,Gorichen Peak hike,28.2179994,94.7277528,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",low,summer,3.9,71.0,"Gorichen Peak hike is a adventure destination in arunachal pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.2,Kamba
arunachal pradesh,Taktsang Gompa monastery,28.2179994,94.7277528,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,3.8,58.0,"Taktsang Gompa monastery is a religious destination in arunachal pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",1.92,Kamba
arunachal pradesh,Tawang Monastery,27.5867261,91.8577194,"cultural & heritage sites, religious & spiritual pilgrimages",North-East,heritage,"culture,forts,shopping,history",low,winter,4.54,79.0,"Tawang Monastery is a heritage destination in arunachal pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.488,Tawang
tripura,Raima valley ,23.5638643,91.6760691,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.9,87.0,"Raima valley  is a wildlife destination in tripura known for safari,photography,nature. It is ideal for history and cultural lover",2.72,Amarpur Urban
tripura,Buddha temple,23.5638643,91.6760691,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.8,79.0,"Buddha temple is a religious destination in tripura known for temple,spiritual,peace. It is ideal for spiritual seekers",2.54,Amarpur Urban
tripura,Neermahal,23.5064408,91.3150341,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,3.8,64.0,"Neermahal is a heritage destination in tripura known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.04,Melaghar
tripura,Gondacherra wildlife sanctuary,23.5638643,91.6760691,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",luxury,winter,4.9,78.0,"Gondacherra wildlife sanctuary is a wildlife destination in tripura known for safari,photography,nature. It is ideal for history and cultural lover",2.54,Amarpur Urban
tripura,Ummaneshwar temple,23.8376106,91.2817995,religious & spiritual pilgrimages,North-East,religious,"temple,spiritual,peace",low,all,4.7,55.0,"Ummaneshwar temple is a religious destination in tripura known for temple,spiritual,peace. It is ideal for spiritual seekers",2.04,Agartala
tripura,Chittagong hills,23.5638643,91.6760691,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.3,91.0,"Chittagong hills is a wildlife destination in tripura known for safari,photography,nature. It is ideal for history and cultural lover",2.68,Amarpur Urban
tripura,Sepahijala wildlife sanctuary,23.6148176,91.3276422,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",high,winter,4.9,51.0,"Sepahijala wildlife sanctuary is a wildlife destination in tripura known for safari,photography,nature. It is ideal for history and cultural lover",4.0,Bishramganj
tripura,Ujjayanta Palace,23.8373503,91.2827128,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,4.7,92.0,"Ujjayanta Palace is a heritage destination in tripura known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.78,Agartala
nagaland,Mt Japfu,25.5975011,94.0666664,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.9,96.0,"Mt Japfu is a wildlife destination in nagaland known for safari,photography,nature. It is ideal for history and cultural lover",2.9,Kohima
nagaland,Naga keeda bazaar,26.1584354,94.5624426,shopping & markets,North-East,city,"exploration,local experience",low,All,3.9,69.0,"Naga keeda bazaar is a city destination in nagaland known for exploration,local experience. It is ideal for explorers and tourists",2.16,Suruhuto
nagaland,Touphema village ,25.8455682,94.1769749,cultural & heritage sites,North-East,heritage,"culture,forts,shopping,history",low,winter,4.0,61.0,"Touphema village  is a heritage destination in nagaland known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.02,Botsa
nagaland,Camping by Kohima mountains,25.6751129,94.1085998,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",low,summer,4.0,50.0,"Camping by Kohima mountains is a adventure destination in nagaland known for trekking,rafting,paragliding. It is ideal for adventure lover",9.8,Tsiese Basa
nagaland,Ntangki national park,25.5496528,93.5205641,natural landscapes & wildlife,North-East,wildlife,"safari,photography,nature",low,winter,4.8,58.0,"Ntangki national park is a wildlife destination in nagaland known for safari,photography,nature. It is ideal for history and cultural lover",2.12,Unknown
