state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score
tamil nadu,Thiruparankundram temple,13.0826802,80.2474329,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.1,62.0,"Thiruparankundram temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.06
tamil nadu,Meghamalai,9.8821748,80.2707184,"natural landscapes & wildlife, sightseeing & exploration",South,wildlife,"safari,photography,nature",low,winter,4.1,80.0,"Meghamalai is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.42
tamil nadu,Alagar Kovil temple,9.9395002,78.071976,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,3.8,84.0,"Alagar Kovil temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.44
tamil nadu,Vaigai dam,9.9252007,78.1187073,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.1,94.0,"Vaigai dam is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.7
tamil nadu,Gandhi memorial museum,10.0536633,78.1197754,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,3.9,81.0,"Gandhi memorial museum is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.4000000000000004
tamil nadu,Banana market,9.9297856,77.5897123,"culinary & food experiences, shopping & markets",South,city,"exploration,local experience",medium,All,4.0,94.0,"Banana market is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.68
tamil nadu,Jain caves,9.9211183,78.1381094,"cultural & heritage sites, sightseeing & exploration",South,heritage,"culture,forts,shopping,history",low,winter,4.8,81.0,"Jain caves is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.58
tamil nadu, Thirumalai Nayak palace,9.8780384,78.1243023,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",high,winter,4.9,74.0," Thirumalai Nayak palace is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",4.46
tamil nadu,St. Mary's cathedral,9.9150904,78.0672102,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.9,55.0,"St. Mary's cathedral is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.08
tamil nadu,Shopping at Puthu Mandapam,9.9126199,78.1237483,shopping & markets,South,city,"exploration,local experience",low,All,4.0,66.0,"Shopping at Puthu Mandapam is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.12
tamil nadu,Meenakshi Amman Temple,9.9201457,78.1253966,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,3.9,83.0,"Meenakshi Amman Temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.4400000000000004
tamil nadu,Sea world aquarium,9.9195045,78.1212534,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",low,winter,4.7,84.0,"Sea world aquarium is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.62
tamil nadu,Rameswaram lighthouse,9.2875837,78.1193418,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.1,53.0,"Rameswaram lighthouse is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",1.88
tamil nadu,Kalam national memorial,9.3175826,79.3129488,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,78.0,"Kalam national memorial is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.5
tamil nadu,Water bird Sanctuary,9.2881317,79.3306887,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.2,69.0,"Water bird Sanctuary is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.22
tamil nadu,Adam's bridge,9.2875837,79.2709097,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,2.0,64.0,"Adam's bridge is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",1.6800000000000002
tamil nadu,Ariyaman beach,9.0864914,79.3129488,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.5,84.0,"Ariyaman beach is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.58
tamil nadu,Agni teertham sacred bath,9.2968404,79.5685186,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,57.0,"Agni teertham sacred bath is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.1
tamil nadu,Kothandaramaswamy Temple,9.2886164,79.0680317,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.0,60.0,"Kothandaramaswamy Temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.0
tamil nadu,Ramanathaswamy Temple,9.2331475,79.3213819,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,3.9,93.0,"Ramanathaswamy Temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.64
tamil nadu,Vivekananda Rock Memorial,9.2881136,79.3480474,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.6,50.0,"Vivekananda Rock Memorial is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",1.92
tamil nadu,Thiruvalluvar Statue,8.0778853,79.3173919,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.6,70.0,"Thiruvalluvar Statue is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.3200000000000003
tamil nadu,Padmanabhapuram palace,8.0778074,77.5558698,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.1,63.0,"Padmanabhapuram palace is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.08
tamil nadu,Triveni Sangam,8.2507431,77.5540357,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,93.0,"Triveni Sangam is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8000000000000003
tamil nadu,Sannathi Street shopping,8.0780746,77.3266987,shopping & markets,South,city,"exploration,local experience",low,All,3.9,74.0,"Sannathi Street shopping is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.26
tamil nadu,Courtallam falls,8.0809502,77.5508165,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.8,51.0,"Courtallam falls is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",1.98
tamil nadu,Vattakottai fort,8.9341102,77.5508198,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.6,78.0,"Vattakottai fort is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.48
tamil nadu,St.Xavier Church,8.125627,77.277938,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.2,93.0,"St.Xavier Church is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.7
tamil nadu,Kumari Amman temple,8.1748264,77.564996,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.6,71.0,"Kumari Amman temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.34
tamil nadu,Ooty Lake,8.0793037,77.4385005,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",low,winter,4.7,65.0,"Ooty Lake is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.24
tamil nadu,Marudamalai Temple,11.4102038,77.5509774,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,53.0,"Marudamalai Temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.0
tamil nadu,Trek to Dhoni hills,11.046568,76.6950324,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.5,81.0,"Trek to Dhoni hills is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.52
tamil nadu,Trek to Perumal peak,11.0168445,76.8517068,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.7,71.0,"Trek to Perumal peak is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.36
tamil nadu,Trek to Thalaiyar falls,11.0168445,76.9558321,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.3,95.0,"Trek to Thalaiyar falls is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.76
tamil nadu,Black Thunder amusement park,11.0168445,76.9558321,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.6,69.0,"Black Thunder amusement park is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.3
tamil nadu,Brookefields mall,11.3264548,76.9558321,shopping & markets,South,city,"exploration,local experience",medium,All,4.4,84.0,"Brookefields mall is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.56
tamil nadu,Adiyogi Shiva Statue ,11.0092555,76.9127039,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,75.0,"Adiyogi Shiva Statue  is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.44
tamil nadu,Racing events at Chettipalayam,10.9724897,76.9590555,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.4,80.0,"Racing events at Chettipalayam is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.48
tamil nadu,GeDee Car museum tour,10.9132206,76.7404437,"arts, science & literature attractions, cultural & heritage sites",South,heritage,"culture,forts,shopping,history",low,winter,4.5,97.0,"GeDee Car museum tour is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.84
tamil nadu,Textile museum tour ,11.0066289,77.036902,"arts, science & literature attractions",South,city,"exploration,local experience",low,All,4.7,94.0,"Textile museum tour  is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.8200000000000003
tamil nadu,Anamalai Wildlife Sanctuary,11.0347344,76.9779209,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.7,96.0,"Anamalai Wildlife Sanctuary is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.86
tamil nadu,Valankulam lake,10.4059862,77.0324697,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.5,60.0,"Valankulam lake is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.1
tamil nadu,Velliangiri hills,10.991694,77.1294933,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.6,70.0,"Velliangiri hills is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.32
tamil nadu,TNAU Botanical gardens,10.983279,76.972167,sightseeing & exploration,South,city,"exploration,local experience",medium,All,4.5,55.0,"TNAU Botanical gardens is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.0
tamil nadu,Nilgiri Biosphere Nature Park ,11.0147932,76.6926714,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.6,97.0,"Nilgiri Biosphere Nature Park  is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.86
tamil nadu,Maryoor hilly getaway,11.02638,76.9315362,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.1,99.0,"Maryoor hilly getaway is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.8
tamil nadu,Kodaikanal Lake,11.0168445,77.0032888,sightseeing & exploration,South,city,"exploration,local experience",low,All,3.8,71.0,"Kodaikanal Lake is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.1799999999999997
tamil nadu,Night Safari,10.2343586,76.9558321,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.3,70.0,"Night Safari is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.26
tamil nadu,Stroll at Coaker's Walk,10.2391086,77.4863295,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.3,91.0,"Stroll at Coaker's Walk is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.68
tamil nadu,Dolphin's Nose,10.2300175,77.4977456,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",low,winter,4.6,70.0,"Dolphin's Nose is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.3200000000000003
tamil nadu,Caps valley viewpoint,10.2166621,77.4937172,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",medium,winter,4.7,50.0,"Caps valley viewpoint is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",1.94
tamil nadu,Bear Shola falls,10.1807628,77.4863964,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",low,winter,4.6,79.0,"Bear Shola falls is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",2.5
tamil nadu,Bryant park,10.2396614,77.4175698,sightseeing & exploration,South,city,"exploration,local experience",medium,All,4.8,64.0,"Bryant park is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.24
tamil nadu,Berijam lake,10.2310165,77.4785336,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",low,winter,4.7,51.0,"Berijam lake is a wildlife destination in tamil nadu known for safari,photography,nature. It is ideal for history and cultural lover",1.96
tamil nadu,Guna caves,10.1841444,77.4918904,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.5,87.0,"Guna caves is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.64
tamil nadu,La Saleth Church,10.2103444,77.3959592,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.6,80.0,"La Saleth Church is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.52
tamil nadu,Hike to Pillars of Nature,10.2235459,77.4617799,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",luxury,summer,4.5,97.0,"Hike to Pillars of Nature is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.84
tamil nadu,Brihadeeswarar Temple,10.2391086,77.4854759,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.1,60.0,"Brihadeeswarar Temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.02
tamil nadu,Gangaikonda Cholapuram,10.7826954,77.4977456,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,58.0,"Gangaikonda Cholapuram is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.1
tamil nadu,Shiva Ganga Garden ,11.2075881,79.1314587,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.7,54.0,"Shiva Ganga Garden  is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.02
tamil nadu,Vijaynagar fort,10.1841413,79.4513858,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",luxury,winter,4.6,54.0,"Vijaynagar fort is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.0
tamil nadu,Thanjavur Royal Palace and Art Gallery,10.7929397,79.1961043,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.5,76.0,"Thanjavur Royal Palace and Art Gallery is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.42
tamil nadu,Shore Temple,12.6164515,79.1376311,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",luxury,all,4.4,55.0,"Shore Temple is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",1.9800000000000002
tamil nadu,Pancha Ratha,12.608893,80.189613,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,87.0,"Pancha Ratha is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.68
tamil nadu,Krishna's Chunk,11.1271225,78.6568942,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.5,57.0,"Krishna's Chunk is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.04
tamil nadu,Arjuna's Penance,12.6179495,80.1927029,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.5,70.0,"Arjuna's Penance is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.3000000000000003
tamil nadu,India Seashell Museum,12.6094039,80.1876212,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.5,57.0,"India Seashell Museum is a heritage destination in tamil nadu known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.04
tamil nadu,Crocodile farm,11.1271225,78.6568942,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.6,95.0,"Crocodile farm is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.8200000000000003
tamil nadu,Cavern Temples,11.1271225,78.6568942,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,80.0,"Cavern Temples is a religious destination in tamil nadu known for temple,spiritual,peace. It is ideal for spiritual seekers",2.54
tamil nadu,Yercaud Lake,11.7841423,78.2102296,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.5,66.0,"Yercaud Lake is a city destination in tamil nadu known for exploration,local experience. It is ideal for explorers and tourists",2.22
tamil nadu,Grange Treetop Adventure,11.7776437,78.2208538,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.1,78.0,"Grange Treetop Adventure is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",10.38
tamil nadu,The Oak trails,11.7865552,78.2036325,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",high,summer,4.5,66.0,"The Oak trails is a adventure destination in tamil nadu known for trekking,rafting,paragliding. It is ideal for adventure lover",12.22
andhra pradesh,Kanaka Durga Temple,16.5154055,80.605864,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,51.0,"Kanaka Durga Temple is a religious destination in andhra pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",1.96
andhra pradesh,Undavalli caves,16.4971412,80.5821896,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.8,86.0,"Undavalli caves is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.6799999999999997
andhra pradesh,Bhavani island,16.523107,80.5730084,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.5,72.0,"Bhavani island is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.34
andhra pradesh,Kondapalli Fort,16.6254258,80.5306487,sightseeing & exploration,South,city,"exploration,local experience",high,All,4.4,82.0,"Kondapalli Fort is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",4.52
andhra pradesh,Shopping at Besant road,16.5107307,80.6265836,shopping & markets,South,city,"exploration,local experience",low,All,4.5,86.0,"Shopping at Besant road is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.62
andhra pradesh,Bapu museum,16.5076521,80.6277072,"arts, science & literature attractions",South,city,"exploration,local experience",low,All,4.6,89.0,"Bapu museum is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.7
andhra pradesh,Mogalarajapuram caves,16.5059513,80.6451779,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.7,93.0,"Mogalarajapuram caves is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8000000000000003
andhra pradesh,Shopping at Kalanikethan ,15.9128998,79.7399875,shopping & markets,South,city,"exploration,local experience",low,All,4.6,91.0,"Shopping at Kalanikethan  is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.74
andhra pradesh,Lepakshi Handicrafts Emporium,13.8039436,77.6077197,shopping & markets,South,city,"exploration,local experience",low,All,4.7,69.0,"Lepakshi Handicrafts Emporium is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003
andhra pradesh,Old Book market by Purna Market,17.7090249,83.297086,shopping & markets,South,city,"exploration,local experience",low,All,4.3,99.0,"Old Book market by Purna Market is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.84
andhra pradesh,CMR Shopping Mall,15.9128998,79.7399875,shopping & markets,South,city,"exploration,local experience",low,All,4.7,84.0,"CMR Shopping Mall is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.62
andhra pradesh,Rishikonda Beach,17.7825201,83.3851154,"adventure & outdoor activities, natural landscapes & wildlife",South,adventure,"trekking,rafting,paragliding",low,summer,4.4,74.0,"Rishikonda Beach is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.360000000000001
andhra pradesh,Kailasagiri,17.7492105,83.3418016,"adventure & outdoor activities, natural landscapes & wildlife",South,adventure,"trekking,rafting,paragliding",luxury,summer,4.4,93.0,"Kailasagiri is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.74
andhra pradesh,Submarine Museum,15.9128998,79.7399875,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.6,70.0,"Submarine Museum is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.3200000000000003
andhra pradesh,Borra Caves,18.2806929,83.0396992,"adventure & outdoor activities, natural landscapes & wildlife",South,adventure,"trekking,rafting,paragliding",low,summer,4.7,90.0,"Borra Caves is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.74
andhra pradesh,War Memorial,15.9128998,79.7399875,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.8,91.0,"War Memorial is a adventure destination in andhra pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.780000000000001
andhra pradesh,Indira Gandhi Zoological Park,17.765657,83.3488338,"sightseeing & exploration, natural landscapes & wildlife",South,wildlife,"safari,photography,nature",low,winter,4.6,86.0,"Indira Gandhi Zoological Park is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.6399999999999997
andhra pradesh,Matsyadarshini Aquarium,15.9128998,79.7399875,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.5,75.0,"Matsyadarshini Aquarium is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.4
andhra pradesh,Visakha Museum,17.7205813,83.3345285,"arts, science & literature attractions, sightseeing & exploration",South,city,"exploration,local experience",low,All,4.7,95.0,"Visakha Museum is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.8400000000000003
andhra pradesh,Mallikarjuna Swamy Temple,15.9128998,79.7399875,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.5,70.0,"Mallikarjuna Swamy Temple is a religious destination in andhra pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3000000000000003
andhra pradesh,Srisailam Wildlife sanctuary,16.0737457,78.8726842,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.4,98.0,"Srisailam Wildlife sanctuary is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.84
andhra pradesh,Chenchu Lakshmi Tribal Museum,16.0694755,78.8714984,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,89.0,"Chenchu Lakshmi Tribal Museum is a heritage destination in andhra pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.72
andhra pradesh,Mallela Theertham,15.9128998,79.7399875,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",medium,winter,4.4,53.0,"Mallela Theertham is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.9400000000000002
andhra pradesh,Belum Caves,15.1025794,78.1115072,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.6,98.0,"Belum Caves is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.88
andhra pradesh,Rollapadu wildlife sanctuary,15.7389773,78.3650976,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.3,52.0,"Rollapadu wildlife sanctuary is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",1.9
andhra pradesh,Oravakallu rock garden,15.6928965,78.1521842,"natural landscapes & wildlife, sightseeing & exploration",South,wildlife,"safari,photography,nature",low,winter,4.2,58.0,"Oravakallu rock garden is a wildlife destination in andhra pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.0
andhra pradesh,Mahanandi village,15.4707317,78.6254084,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.6,76.0,"Mahanandi village is a city destination in andhra pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.44
andhra pradesh,Kurnool fort,15.8323892,78.0544946,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,80.0,"Kurnool fort is a heritage destination in andhra pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.54
andhra pradesh,Ahobilam temple,15.1337667,78.6741657,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,80.0,"Ahobilam temple is a religious destination in andhra pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.56
sikkim,Nathula Pass,27.3865684,88.8308731,"sightseeing & exploration, natural landscapes & wildlife",North-East,wildlife,"safari,photography,nature",low,winter,3.0,71.0,"Nathula Pass is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.02
sikkim,Cable Ride at Gangtok,27.3313512,88.6138113,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",low,summer,4.0,79.0,"Cable Ride at Gangtok is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.38
sikkim,"Yak safari , Dzongri",27.466667,88.15,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",high,summer,4.0,80.0,"Yak safari , Dzongri is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",12.4
sikkim,Mountain biking treks,27.3516407,88.3239309,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.2,60.0,"Mountain biking treks is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.04
sikkim,River rafting,27.3516407,88.3239309,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.8,60.0,"River rafting is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.16
sikkim,Paragliding in Baliman Dara,27.3481118,88.5957415,adventure & outdoor activities,North-East,adventure,"trekking,rafting,paragliding",luxury,summer,4.5,58.0,"Paragliding in Baliman Dara is a adventure destination in sikkim known for trekking,rafting,paragliding. It is ideal for adventure lover",10.06
sikkim,Explore M.G.Marg city centre,27.3253821,88.61189,sightseeing & exploration,North-East,city,"exploration,local experience",low,All,4.8,70.0,"Explore M.G.Marg city centre is a city destination in sikkim known for exploration,local experience. It is ideal for explorers and tourists",2.3600000000000003
sikkim,Sunrise at Tashi view point,27.3706406,88.616133,"natural landscapes & wildlife, sightseeing & exploration",North-East,wildlife,"safari,photography,nature",low,winter,4.4,88.0,"Sunrise at Tashi view point is a wildlife destination in sikkim known for safari,photography,nature. It is ideal for history and cultural lover",2.64
